Date/time,Anemómetro 1;wind_speed;Avg,Anemómetro 1;wind_speed;Max,Anemómetro 1;wind_speed;Min,Anemómetro 1;wind_speed;StdDev,Anemómetro 1;wind_speed;Count,Anemómetro 2;wind_speed;Avg,Anemómetro 2;wind_speed;Max,Anemómetro 2;wind_speed;Min,Anemómetro 2;wind_speed;StdDev,Anemómetro 2;wind_speed;Count,Anemómetro 3;wind_speed;Avg,Anemómetro 3;wind_speed;Max,Anemómetro 3;wind_speed;Min,Anemómetro 3;wind_speed;StdDev,Anemómetro 3;wind_speed;Count,Anemómetro 4;wind_speed;Avg,Anemómetro 4;wind_speed;Max,Anemómetro 4;wind_speed;Min,Anemómetro 4;wind_speed;StdDev,Anemómetro 4;wind_speed;Count,Anemómetro 5;wind_speed;Avg,Anemómetro 5;wind_speed;Max,Anemómetro 5;wind_speed;Min,Anemómetro 5;wind_speed;StdDev,Anemómetro 5;wind_speed;Count,Anemómetro 6;wind_speed;Avg,Anemómetro 6;wind_speed;Max,Anemómetro 6;wind_speed;Min,Anemómetro 6;wind_speed;StdDev,Anemómetro 6;wind_speed;Count,Veleta 1;wind_direction;Avg,Veleta 1;wind_direction;StdDev,Veleta 1;wind_direction;Count,Veleta 2;wind_direction;Avg,Veleta 2;wind_direction;StdDev,Veleta 2;wind_direction;Count,Veleta 3;wind_direction;Avg,Veleta 3;wind_direction;StdDev,Veleta 3;wind_direction;Count,Hygro;humidity;Avg,Hygro;humidity;Max,Hygro;humidity;Min,Hygro;humidity;StdDev,Hygro;humidity;Count,Hygro;temperature;Avg,Hygro;temperature;Max,Hygro;temperature;Min,Hygro;temperature;StdDev,Hygro;temperature;Count,Barómetro 1;air_pressure;Avg,Barómetro 1;air_pressure;Max,Barómetro 1;air_pressure;Min,Barómetro 1;air_pressure;StdDev,Barómetro 1;air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A1;Count,A2;Avg,A2;Max,A2;Min,A2;StdDev,A2;Count,A3;Avg,A3;Max,A3;Min,A3;StdDev,A3;Count,C1;Avg,C1;Max,C1;Min,C1;StdDev,C1;Count,C2;Avg,C2;Max,C2;Min,C2;StdDev,C2;Count,C3;Avg,C3;Max,C3;Min,C3;StdDev,C3;Count,C4;Avg,C4;Max,C4;Min,C4;StdDev,C4;Count,C5;Avg,C5;Max,C5;Min,C5;StdDev,C5;Count,C6;Avg,C6;Max,C6;Min,C6;StdDev,C6;Count,D1;Avg,D1;Max,D1;Min,D1;StdDev,D1;Count,D2;Avg,D2;Max,D2;Min,D2;StdDev,D2;Count,D3;Avg,D3;Max,D3;Min,D3;StdDev,D3;Count,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2017-02-08 00:00:00,9.0447,10.0766,7.5466,0.4081,600,8.9996,9.9868,7.5932,0.4201,600,7.7878,8.8791,6.4426,0.4653,600,7.7627,9.0747,6.5902,0.4825,600,7.0247,8.9385,5.8065,0.5251,600,6.9841,8.4266,5.5185,0.5081,600,335.8782,3.7160,600,330.3014,3.2719,600,327.6197,3.8728,600,96.6488,96.8352,96.4995,0.0847,600,21.22019,21.24363,21.19175,0.01239,600,994.6970,994.9767,994.4273,0.1017,600,3.2450,3.2496,3.2405,0.0017,600,0.9665,0.9684,0.9650,0.0008,600,0.51220,0.51244,0.51192,0.00012,600,191.5667,214.0000,159.0000,8.8721,600,190.5533,212.0000,160.0000,9.1276,600,164.2617,188.0000,135.0000,10.1210,600,163.4833,192.0000,138.0000,10.4865,600,147.4500,189.0000,121.0000,11.3999,600,146.7500,178.0000,115.0000,11.0065,600,284.0983,317,249,10.5825,600,268.2333,299,231,9.3177,600,260.6067,297,221,11.0297,600,12.26,12.31,12.26,25.5533,29,25,22.0,1295248
2017-02-08 00:10:00,8.4424,9.8006,6.3966,0.5865,600,8.3773,9.6185,6.5345,0.5880,600,7.1492,8.6492,5.7071,0.5177,600,7.1642,8.2465,5.9000,0.5017,600,6.6011,8.2476,5.2998,0.4867,600,6.6136,8.0573,5.3800,0.4975,600,337.6258,3.8470,600,332.1043,3.3572,600,329.3145,3.5963,600,96.9367,97.0794,96.7742,0.0883,600,21.15574,21.20090,21.10630,0.02504,600,994.5969,994.8302,994.4090,0.0975,600,3.2433,3.2472,3.2402,0.0016,600,0.9694,0.9708,0.9677,0.0009,600,0.51156,0.51201,0.51106,0.00025,600,178.4750,208.0000,134.0000,12.7510,600,177.0350,204.0000,137.0000,12.7740,600,150.3700,183.0000,119.0000,11.2607,600,150.4767,174.0000,123.0000,10.9031,600,138.2517,174.0000,110.0000,10.5659,600,138.7250,170.0000,112.0000,10.7768,600,289.0667,317,253,10.9549,600,273.3633,312,242,9.5605,600,265.4267,302,232,10.2417,600,12.26,12.31,12.26,25.4933,29,25,22.0,1295309
2017-02-08 00:20:00,7.0835,8.2826,5.8446,0.4815,600,7.0276,8.1916,5.4758,0.5139,600,6.3191,7.7298,5.0635,0.4626,600,6.3091,7.6024,5.2099,0.4647,600,6.0421,7.2343,4.8392,0.4915,600,6.0228,7.2264,4.7799,0.4815,600,332.8714,3.3872,600,332.0635,3.2501,600,329.9111,3.6589,600,97.2725,97.4456,97.0489,0.1171,600,21.07514,21.11240,21.03916,0.01715,600,994.6666,994.8302,994.4090,0.0988,600,3.2444,3.2472,3.2402,0.0016,600,0.9727,0.9745,0.9705,0.0012,600,0.51075,0.51112,0.51039,0.00017,600,148.9317,175.0000,122.0000,10.4672,600,147.7117,173.0000,114.0000,11.1653,600,132.3117,163.0000,105.0000,10.0641,600,131.8900,160.0000,108.0000,10.1006,600,126.1167,152.0000,100.0000,10.6711,600,125.9250,152.0000,99.0000,10.4306,600,275.5450,316,242,9.6466,600,273.2450,304,237,9.2560,600,267.1233,299,231,10.4200,600,12.26,12.31,12.21,25.5167,29,25,22.0,1295371
2017-02-08 00:30:00,6.9046,8.3746,5.2926,0.5655,600,6.8607,8.4678,5.4758,0.5741,600,6.3370,7.7758,4.7418,0.5170,600,6.3262,7.8325,5.0719,0.5214,600,6.0233,7.4186,4.7471,0.4922,600,6.0093,7.5495,4.8723,0.5235,600,332.9381,3.6244,600,333.2026,4.3203,600,332.0654,5.1614,600,97.5991,97.7203,97.4151,0.0707,600,21.03901,21.05747,21.01169,0.00949,600,994.6092,994.8302,994.2259,0.1073,600,3.2435,3.2472,3.2371,0.0018,600,0.9760,0.9772,0.9742,0.0007,600,0.51039,0.51057,0.51012,0.00009,600,145.0433,177.0000,110.0000,12.2931,600,144.0867,179.0000,114.0000,12.4716,600,132.7017,164.0000,98.0000,11.2460,600,132.2633,165.0000,105.0000,11.3325,600,125.7083,156.0000,98.0000,10.6850,600,125.6317,159.0000,101.0000,11.3418,600,275.7350,306,242,10.3216,600,276.4900,322,240,12.3047,600,273.2583,321,234,14.7019,600,12.26,12.31,12.21,25.5600,29,25,22.0,1295432
2017-02-08 00:40:00,7.8578,9.1106,6.5806,0.5321,600,7.8079,9.0201,6.4885,0.5315,600,6.9779,7.9597,5.8450,0.3842,600,6.9767,8.1085,5.9000,0.3947,600,6.7318,7.8331,5.7143,0.4050,600,6.6983,7.7803,5.3800,0.4073,600,341.3793,3.4504,600,339.8761,3.0869,600,338.3647,2.9538,600,97.8434,98.0255,97.6592,0.0711,600,20.99096,21.02390,20.94760,0.01722,600,994.3213,994.6104,994.0428,0.1348,600,3.2387,3.2435,3.2340,0.0022,600,0.9784,0.9803,0.9766,0.0007,600,0.50991,0.51024,0.50948,0.00017,600,165.7650,193.0000,138.0000,11.5676,600,164.6650,191.0000,136.0000,11.5469,600,146.6433,168.0000,122.0000,8.3578,600,146.4000,171.0000,123.0000,8.5790,600,141.0900,165.0000,119.0000,8.7927,600,140.5600,164.0000,112.0000,8.8244,600,299.7433,330,261,9.8262,600,295.4683,318,263,8.7896,600,291.1700,319,259,8.4114,600,12.26,12.31,12.21,25.5133,29,25,22.0,1295493
2017-02-08 00:50:00,8.2879,9.6166,6.7186,0.6599,600,8.2056,9.5265,6.4425,0.6783,600,6.3761,7.9137,4.3740,0.6523,600,6.3455,7.9245,4.3817,0.6583,600,6.0259,7.5107,4.3325,0.6627,600,6.0132,7.5957,4.2260,0.7066,600,343.4592,3.2348,600,340.2698,3.6007,600,337.9069,3.7711,600,98.1252,98.2696,97.9034,0.0957,600,20.93593,20.96286,20.92013,0.00817,600,994.1737,994.4456,994.0428,0.0930,600,3.2362,3.2408,3.2340,0.0016,600,0.9813,0.9827,0.9790,0.0010,600,0.50936,0.50963,0.50920,0.00008,600,175.1150,204.0000,141.0000,14.3453,600,173.3050,202.0000,135.0000,14.7357,600,133.5533,167.0000,90.0000,14.1891,600,132.6817,167.0000,90.0000,14.3068,600,125.7650,158.0000,89.0000,14.3868,600,125.7167,160.0000,87.0000,15.3080,600,305.6567,328,264,9.2129,600,296.5883,333,264,10.2540,600,289.8700,335,252,10.7402,600,12.26,12.31,12.21,25.5433,29,25,22.0,1295555
2017-02-08 01:00:00,8.1583,9.1106,6.5806,0.4981,600,8.1169,9.0662,6.5805,0.5025,600,6.0414,6.8564,5.1095,0.3344,600,6.0234,6.8662,5.1179,0.3369,600,5.5217,6.4513,4.6550,0.3668,600,5.5260,6.5802,4.4568,0.3667,600,346.8521,1.9943,600,343.4891,3.2888,600,339.3833,4.0140,600,98.2683,98.4832,98.0255,0.1160,600,20.86347,20.92929,20.81332,0.02949,600,994.1186,994.4456,994.0245,0.0874,600,3.2353,3.2408,3.2337,0.0015,600,0.9827,0.9848,0.9803,0.0012,600,0.50863,0.50929,0.50813,0.00029,600,172.2983,193.0000,138.0000,10.8280,600,171.3767,192.0000,138.0000,10.9168,600,126.2717,144.0000,106.0000,7.2748,600,125.6817,144.0000,106.0000,7.3232,600,114.8183,135.0000,96.0000,7.9635,600,115.1633,138.0000,92.0000,7.9449,600,315.3117,331,293,5.6785,600,305.7450,329,274,9.3653,600,294.0633,325,248,11.4329,600,12.25,12.31,12.21,25.5467,29,25,22.0,1295616
2017-02-08 01:10:00,7.4048,8.7886,5.5686,0.7475,600,7.3599,8.8820,5.3838,0.7420,600,5.5416,6.4886,4.6958,0.3438,600,5.5267,6.3141,4.5657,0.3345,600,5.0162,5.8065,4.2865,0.2791,600,5.0051,5.6108,4.3183,0.2480,600,346.3635,2.3261,600,341.3763,3.2556,600,336.5257,3.6106,600,98.5745,98.6969,98.4222,0.0709,600,20.81394,20.83163,20.80111,0.00564,600,994.2529,994.4456,994.0428,0.1068,600,3.2375,3.2408,3.2340,0.0018,600,0.9857,0.9870,0.9842,0.0007,600,0.50814,0.50832,0.50801,0.00006,600,155.9167,186.0000,116.0000,16.2501,600,154.9317,188.0000,112.0000,16.1209,600,115.3983,136.0000,97.0000,7.4791,600,114.8867,132.0000,94.0000,7.2706,600,103.8433,121.0000,88.0000,6.0589,600,103.8783,117.0000,89.0000,5.3720,600,313.9217,331,286,6.6233,600,299.7350,330,256,9.2719,600,285.9383,323,246,10.2830,600,12.25,12.31,12.21,25.5233,29,25,22.0,1295679
2017-02-08 01:20:00,7.0377,8.4666,5.3386,0.6421,600,6.9972,8.4678,5.2917,0.6355,600,5.1911,6.6265,4.1441,0.4567,600,5.1826,6.6362,4.1517,0.4673,600,4.4895,5.4840,3.5495,0.4021,600,4.4667,5.3800,3.4875,0.3929,600,346.7121,2.6024,600,343.8425,3.8116,600,338.6829,4.1786,600,98.6920,98.9410,98.5137,0.1182,600,20.75141,20.81637,20.71566,0.03055,600,994.2620,994.6104,994.0428,0.0959,600,3.2377,3.2435,3.2340,0.0016,600,0.9869,0.9894,0.9851,0.0012,600,0.50751,0.50816,0.50716,0.00031,600,147.9367,179.0000,111.0000,13.9588,600,147.0517,179.0000,110.0000,13.8070,600,107.7750,139.0000,85.0000,9.9339,600,107.4067,139.0000,85.0000,10.1561,600,92.4083,114.0000,72.0000,8.7294,600,92.2150,112.0000,71.0000,8.5119,600,314.9133,334,288,7.4099,600,306.7517,346,270,10.8563,600,292.0683,324,238,11.9025,600,12.25,12.31,12.21,25.6400,29,25,22.0,1295740
2017-02-08 01:30:00,5.4128,7.1326,3.2686,0.7072,600,5.4167,6.9028,3.4965,0.6706,600,4.4983,5.4773,2.8570,0.4938,600,4.5242,5.3939,2.9094,0.5164,600,4.2307,5.1616,2.7665,0.4356,600,4.2125,5.2415,2.7951,0.4628,600,341.0940,6.4823,600,339.8016,7.1817,600,336.3853,6.0584,600,98.9222,99.1241,98.7579,0.0983,600,20.71132,20.74007,20.69124,0.01268,600,994.3483,994.6104,994.0611,0.0991,600,3.2391,3.2435,3.2344,0.0017,600,0.9892,0.9912,0.9876,0.0010,600,0.50711,0.50740,0.50691,0.00013,600,112.6133,150.0000,66.0000,15.3734,600,112.7150,145.0000,71.0000,14.5680,600,92.7033,114.0000,57.0000,10.7416,600,93.0967,112.0000,58.0000,11.2235,600,86.7900,107.0000,55.0000,9.4581,600,86.7067,109.0000,56.0000,10.0252,600,298.8900,337,206,18.4847,600,295.2133,330,226,20.4687,600,285.5083,316,211,17.2709,600,12.24,12.31,12.21,25.5733,29,25,22.0,1295802
