,Ch1Anem,Ch2Anem,Ch3Anem,Ch4Anem,Ch5Anem,Ch6Anem,Ch7Vane,Ch8Vane,Ch9Vane,Timestamp
0,1.2821,1.3167,1.1684,1.2491,0.9931,1.1058,235.7346,226.7614,194.9809,2016-09-14 13:40:00
1,2.1654,2.1103,2.3427,2.3701,2.4488,2.5184,285.9317,286.5346,285.9206,2016-09-14 13:50:00
2,2.7435,2.8815,2.7822,2.9845,2.7012,2.9007,254.377,254.0049,254.8364,2016-09-14 14:00:00
3,2.6704,2.8993,2.6027,2.8005,2.5075,2.6744,242.9378,247.5312,247.7033,2016-09-14 14:10:00
4,3.0413,2.9716,3.2105,3.1648,3.397,3.2587,127.0839,126.2498,119.0629,2016-09-14 14:20:00
5,2.528,2.5799,2.7488,2.7436,3.117,3.0709,114.0766,115.0909,112.878,2016-09-14 14:30:00
6,2.5744,2.5778,2.6102,2.6545,2.6329,2.629,109.8466,110.0637,107.3694,2016-09-14 14:40:00
7,2.867,2.8628,2.9285,2.9127,2.9147,2.9095,116.2609,114.0101,110.5641,2016-09-14 14:50:00
8,3.0499,3.0396,3.1158,3.144,3.0618,3.0415,121.1256,123.8114,123.6233,2016-09-14 15:00:00
9,3.1121,3.0597,3.2778,3.2923,3.3619,3.3289,114.4292,113.815,112.1203,2016-09-14 15:10:00
10,2.2285,2.2579,2.2679,2.2959,2.3138,2.3242,134.3217,127.33,122.2256,2016-09-14 15:20:00
11,2.5952,2.5597,2.6977,2.7321,2.7932,2.7497,154.6271,152.112,152.7396,2016-09-14 15:30:00
12,2.6286,2.6419,2.4817,2.5803,2.4908,2.4597,150.6596,150.2406,146.7162,2016-09-14 15:40:00
13,2.7242,2.7646,2.653,2.6548,2.6316,2.6975,156.7031,144.7495,134.1594,2016-09-14 15:50:00
14,2.4664,2.5298,2.6265,2.672,2.7333,2.7191,113.578,115.7634,115.2009,2016-09-14 16:00:00
15,4.0136,4.0928,4.1219,4.2277,4.1466,4.1861,152.3127,156.3235,153.7649,2016-09-14 16:10:00
16,4.7724,5.1518,4.7144,4.9736,4.6335,4.8697,233.959,232.2689,230.3123,2016-09-14 16:20:00
17,9.6644,10.0228,9.4457,9.7502,9.1074,9.5119,253.205,254.7383,253.5143,2016-09-14 16:30:00
18,11.0922,11.6928,11.0167,11.6657,10.4267,11.5075,247.9602,249.99,248.5703,2016-09-14 16:40:00
19,9.2425,9.6654,9.3769,9.6121,9.1379,9.4947,252.9306,254.5341,252.9997,2016-09-14 16:50:00
20,8.3587,8.3014,8.3562,8.3225,8.3305,8.2959,260.28,260.1269,257.8505,2016-09-14 17:00:00
21,7.4495,7.4257,7.3945,7.358,7.3444,7.2637,267.6035,267.4118,265.7186,2016-09-14 17:10:00
22,6.1464,6.1172,6.1117,6.1158,6.0837,6.0768,274.2307,275.2024,273.5849,2016-09-14 17:20:00
23,5.5219,5.4821,5.381,5.3906,5.368,5.304,273.1528,274.6737,273.7728,2016-09-14 17:30:00
24,4.9341,4.953,4.894,4.9041,4.8237,4.8154,270.5531,272.4434,271.3617,2016-09-14 17:40:00
25,4.264,4.219,4.1985,4.1743,4.1202,4.0693,265.819,267.5308,266.9021,2016-09-14 17:50:00
26,3.5884,3.5795,3.5084,3.5152,3.5207,3.4744,266.7277,266.236,264.5988,2016-09-14 18:00:00
27,3.4857,3.4955,3.5396,3.5442,3.5461,3.5513,264.6551,263.4969,260.5791,2016-09-14 18:10:00
28,4.4328,4.3962,4.2909,4.2697,4.2273,4.188,269.1591,269.5279,268.4325,2016-09-14 18:20:00
29,5.4163,5.3834,5.4171,5.3871,5.3686,5.3252,283.8566,285.1749,283.6964,2016-09-14 18:30:00
30,4.527,4.4766,4.4684,4.469,4.4224,4.3666,278.4151,280.498,280.6272,2016-09-14 18:40:00
31,4.5281,4.4882,4.4502,4.4311,4.3595,4.3135,291.2517,293.6866,292.7406,2016-09-14 18:50:00
32,4.1,4.0491,4.0888,4.0569,4.0554,4.0095,288.649,292.5422,292.4822,2016-09-14 19:00:00
33,4.0481,4.0098,4.0059,4.0053,3.9954,3.954,288.6659,292.0108,291.7496,2016-09-14 19:10:00
34,4.6474,4.6019,4.5888,4.5887,4.5175,4.4786,295.5618,297.6245,296.2348,2016-09-14 19:20:00
35,4.9389,4.8988,4.8582,4.8258,4.7773,4.7132,287.566,289.7967,289.2286,2016-09-14 19:30:00
36,5.3858,5.3329,5.3647,5.3314,5.3794,5.3136,286.1852,288.2667,287.1069,2016-09-14 19:40:00
37,6.3146,6.2481,6.1223,6.0868,5.9908,5.9564,281.0177,282.0214,280.8243,2016-09-14 19:50:00
38,6.5653,6.5215,6.2113,6.2436,5.9078,5.8758,279.9685,280.7119,278.986,2016-09-14 20:00:00
39,6.2564,6.1995,5.9348,5.9428,5.7288,5.7285,279.087,280.2581,277.8325,2016-09-14 20:10:00
40,6.4726,6.4144,6.1396,6.155,5.8903,5.8783,278.9564,279.529,277.1995,2016-09-14 20:20:00
41,6.2722,6.2013,5.9301,5.9269,5.6483,5.6702,280.0672,280.4545,277.5166,2016-09-14 20:30:00
42,6.5643,6.4985,6.1839,6.2332,6.0032,5.9814,276.6881,277.1763,275.2291,2016-09-14 20:40:00
43,6.2501,6.1798,6.0331,5.9979,5.8458,5.7832,274.2079,274.4387,272.4541,2016-09-14 20:50:00
44,6.3745,6.3183,6.1341,6.0884,5.9302,5.8469,271.5321,272.8452,271.1795,2016-09-14 21:00:00
45,6.3354,6.2912,6.0567,6.0166,5.744,5.6868,262.8548,264.1861,262.87,2016-09-14 21:10:00
46,7.1581,7.1075,7.0408,6.9989,6.8952,6.8347,261.243,262.1918,260.613,2016-09-14 21:20:00
47,7.054,6.9986,6.9135,6.8616,6.8062,6.7267,259.4006,260.9035,259.7315,2016-09-14 21:30:00
48,6.7905,6.7378,6.7347,6.6896,6.6437,6.5759,261.7661,263.493,262.2293,2016-09-14 21:40:00
49,6.2634,6.1979,6.1191,6.0789,6.0065,5.94,264.0574,265.9219,264.8781,2016-09-14 21:50:00
50,5.9455,5.911,5.6957,5.6707,5.4673,5.4219,260.3144,261.9733,260.4449,2016-09-14 22:00:00
51,5.2251,5.1763,5.0006,4.9637,4.8166,4.7624,256.893,259.4567,259.2611,2016-09-14 22:10:00
52,5.47,5.4148,5.3122,5.279,5.0824,5.0345,258.9335,260.9714,260.1236,2016-09-14 22:20:00
53,4.7233,4.69,4.5333,4.5127,4.3959,4.3569,260.0264,262.191,261.3558,2016-09-14 22:30:00
54,4.799,4.7587,4.5773,4.5489,4.3315,4.2939,260.5619,262.0789,261.2327,2016-09-14 22:40:00
55,4.5772,4.545,4.3509,4.3312,4.1944,4.1566,257.7312,258.8845,257.6645,2016-09-14 22:50:00
56,4.7522,4.7119,4.5364,4.5045,4.3841,4.3384,257.1096,258.6271,257.5033,2016-09-14 23:00:00
57,4.7224,4.6856,4.5805,4.5564,4.3821,4.3437,261.5491,262.0988,260.4489,2016-09-14 23:10:00
58,3.5195,3.4998,3.5843,3.5758,3.623,3.6009,267.4244,266.6236,263.4331,2016-09-14 23:20:00
59,3.094,3.0677,3.1114,3.1064,3.1724,3.1488,268.9813,266.4235,263.0434,2016-09-14 23:30:00
60,2.63,2.6201,2.7529,2.7575,2.8701,2.8584,271.3589,268.0179,264.0043,2016-09-14 23:40:00
61,2.7535,2.7432,2.5791,2.5793,2.6186,2.6026,268.1452,268.0573,265.3943,2016-09-14 23:50:00
62,2.9015,2.8756,2.6801,2.6813,2.5088,2.4886,271.908,273.0779,271.3271,2016-09-15 00:00:00
63,3.0308,3.0012,2.769,2.7866,2.4754,2.4849,278.7213,279.4199,279.0717,2016-09-15 00:10:00
64,2.6271,2.5953,2.3665,2.3717,2.1582,2.1745,282.2453,284.818,283.4092,2016-09-15 00:20:00
65,2.1012,2.0711,1.7225,1.7147,1.535,1.5152,291.7041,299.1265,304.5255,2016-09-15 00:30:00
66,1.3382,1.3156,1.1551,1.1417,1.1337,1.1091,312.4444,329.8872,341.6973,2016-09-15 00:40:00
67,1.4075,1.4058,1.5933,1.6002,1.6732,1.6715,339.2042,345.464,350.4021,2016-09-15 00:50:00
68,1.9532,1.9462,2.019,2.03,1.9659,1.9706,337.1706,347.8836,354.8016,2016-09-15 01:00:00
69,2.0315,2.0371,1.9318,1.9255,1.8822,1.8871,337.2469,347.4754,353.6686,2016-09-15 01:10:00
70,1.672,1.6457,1.5391,1.5466,1.5957,1.5996,341.176,356.5797,1.5123,2016-09-15 01:20:00
71,1.623,1.6294,1.743,1.7508,1.8674,1.8636,357.8756,6.5451,11.2207,2016-09-15 01:30:00
72,1.6987,1.6948,1.8726,1.8883,1.9857,1.9878,358.5559,5.2824,13.5334,2016-09-15 01:40:00
73,1.3427,1.3314,1.3449,1.3494,1.4496,1.4302,340.6373,358.1929,6.4352,2016-09-15 01:50:00
74,1.1428,1.13,1.2141,1.2007,1.287,1.2666,8.5977,22.9438,24.9713,2016-09-15 02:00:00
75,1.082,0.9922,1.1407,1.052,1.2305,1.0941,31.1466,45.9752,47.5343,2016-09-15 02:10:00
76,1.2631,0.9552,1.4352,1.2351,1.7086,1.4038,51.7613,60.4393,58.332,2016-09-15 02:20:00
77,1.0746,0.9718,1.306,1.227,1.5824,1.5734,56.3851,64.3133,67.0114,2016-09-15 02:30:00
78,1.2362,1.2228,1.5915,1.589,1.8405,1.8335,74.6575,79.1052,75.182,2016-09-15 02:40:00
79,1.2568,1.2571,1.6458,1.6458,1.7463,1.7427,74.2888,81.7792,76.7313,2016-09-15 02:50:00
80,1.0903,1.0711,1.4728,1.4778,1.6849,1.647,88.2816,92.6112,89.6253,2016-09-15 03:00:00
81,1.2106,1.1876,1.5091,1.4864,1.8236,1.7803,102.1186,104.8595,103.8234,2016-09-15 03:10:00
82,1.0388,1.0369,1.4141,1.4378,1.7479,1.7474,113.4769,117.4364,114.8162,2016-09-15 03:20:00
83,0.4754,0.5288,0.9587,0.9772,1.3144,1.2967,109.3261,121.5539,120.7074,2016-09-15 03:30:00
84,0.0,0.0355,0.6094,0.6089,0.9386,0.9211,73.1268,119.6204,119.2425,2016-09-15 03:40:00
85,0.2034,0.2674,0.7205,0.7366,1.1234,1.112,103.6384,125.0321,124.4729,2016-09-15 03:50:00
86,0.4848,0.4894,0.7975,0.8231,1.241,1.2429,138.7742,135.6816,133.9234,2016-09-15 04:00:00
87,0.843,0.8514,0.9557,0.9727,1.4002,1.4078,150.3977,134.5452,137.2638,2016-09-15 04:10:00
88,1.3346,1.3345,1.5497,1.5636,1.8937,1.9012,136.6375,137.5778,137.2544,2016-09-15 04:20:00
89,1.0361,1.0393,1.2684,1.2729,1.4658,1.4628,144.3898,150.5129,147.578,2016-09-15 04:30:00
90,1.4894,1.4993,1.7081,1.7143,1.9598,1.9613,138.6018,146.4728,145.0478,2016-09-15 04:40:00
91,1.7341,1.7382,1.8044,1.8092,2.0024,2.0047,136.7195,142.5744,144.0316,2016-09-15 04:50:00
92,1.4892,1.4957,1.5173,1.5233,1.6044,1.6153,134.5593,140.0406,143.7767,2016-09-15 05:00:00
93,1.3604,1.3713,1.6504,1.6634,1.9053,1.9148,134.3458,138.1296,135.5278,2016-09-15 05:10:00
94,1.5976,1.6076,2.0032,2.0169,2.2964,2.3048,134.8013,134.8849,134.6389,2016-09-15 05:20:00
95,1.247,1.2629,1.661,1.6762,1.8691,1.8699,137.6441,136.9459,139.2562,2016-09-15 05:30:00
96,1.7197,1.7248,2.0049,2.0087,2.3366,2.3378,151.5961,154.4301,148.6521,2016-09-15 05:40:00
97,1.9532,1.9579,2.2331,2.24,2.5397,2.5489,151.1324,149.3656,142.9145,2016-09-15 05:50:00
98,1.9824,1.9738,2.1312,2.13,2.3721,2.3769,146.9295,149.7436,144.4854,2016-09-15 06:00:00
99,2.1257,2.1265,2.3657,2.3629,2.7084,2.715,157.7445,155.4646,149.5467,2016-09-15 06:10:00
100,2.0665,2.0725,2.3107,2.3132,2.727,2.7321,154.0133,153.8593,148.4715,2016-09-15 06:20:00
101,2.0826,2.0872,2.3791,2.3924,2.9021,2.923,146.0798,146.513,144.2053,2016-09-15 06:30:00
102,2.1001,2.1069,2.5233,2.5329,3.057,3.0645,148.0081,147.418,144.864,2016-09-15 06:40:00
103,2.0226,2.0331,2.519,2.5314,3.0796,3.0857,143.0287,142.6537,141.7584,2016-09-15 06:50:00
104,2.0651,2.0665,2.4409,2.4517,3.021,3.0267,147.4201,147.7164,145.6373,2016-09-15 07:00:00
105,2.7202,2.737,3.0658,3.0719,3.232,3.2262,148.3648,151.4279,155.1419,2016-09-15 07:10:00
106,3.502,3.517,3.6962,3.681,3.7597,3.7366,149.6479,155.8576,160.8235,2016-09-15 07:20:00
107,3.7379,3.7363,3.9103,3.9024,4.0105,3.9719,148.282,155.5388,155.0529,2016-09-15 07:30:00
108,3.5362,3.53,3.4454,3.4538,3.1107,3.1398,148.7789,154.0831,151.6968,2016-09-15 07:40:00
109,3.7852,3.7329,3.3096,3.2939,3.0467,3.0219,152.3685,157.1449,155.9517,2016-09-15 07:50:00
110,3.4469,3.444,3.3381,3.2952,3.1803,3.1265,150.0127,153.8895,155.5151,2016-09-15 08:00:00
111,3.0614,3.0632,3.0119,3.0301,3.0296,3.0109,158.6488,162.3909,163.4672,2016-09-15 08:10:00
112,3.1914,3.1686,3.1522,3.1834,3.1678,3.1434,159.7423,163.6588,164.1386,2016-09-15 08:20:00
113,3.2575,3.2398,3.2057,3.1864,3.1483,3.1469,159.6165,159.2953,156.6419,2016-09-15 08:30:00
114,3.3034,3.2615,3.1824,3.2514,3.2193,3.1948,155.4792,158.0772,159.8525,2016-09-15 08:40:00
115,3.1591,3.1439,3.129,3.1371,3.1383,3.037,159.8137,159.7333,157.0741,2016-09-15 08:50:00
116,2.6436,2.6385,2.734,2.8029,2.7805,2.7647,158.6804,162.2979,161.8304,2016-09-15 09:00:00
117,2.7569,2.7973,2.8458,2.8163,2.7855,2.7737,165.4624,170.8952,168.1495,2016-09-15 09:10:00
118,2.7901,2.8493,2.9253,2.9876,2.9696,2.9381,172.0444,173.3838,169.9119,2016-09-15 09:20:00
119,2.3124,2.2859,2.3192,2.401,2.3175,2.3672,138.5146,137.1123,130.3053,2016-09-15 09:30:00
120,3.4859,3.4935,3.3958,3.4667,3.4622,3.4758,123.4686,126.5223,124.9561,2016-09-15 09:40:00
121,2.1686,2.1821,2.3597,2.3766,2.3517,2.3413,132.003,133.6126,132.3967,2016-09-15 09:50:00
122,1.868,1.8636,1.8379,1.8136,1.6914,1.6891,117.0861,120.0365,130.9768,2016-09-15 10:00:00
123,1.2702,1.2208,1.2255,1.1508,1.3012,1.2962,144.6382,148.1222,153.7645,2016-09-15 10:10:00
124,2.2284,1.8747,2.1499,2.1839,2.1785,2.172,186.002,193.3747,195.6685,2016-09-15 10:20:00
125,2.7621,2.7197,2.8121,2.8223,2.73,2.7101,162.6351,165.8979,162.9334,2016-09-15 10:30:00
126,3.549,3.5302,3.5303,3.5047,3.5568,3.5275,173.3285,173.7916,171.3273,2016-09-15 10:40:00
127,2.1859,2.1778,2.2218,2.2195,2.2978,2.2641,163.733,165.7357,163.5901,2016-09-15 10:50:00
128,2.2536,2.2628,2.1132,2.1159,1.9955,1.9878,166.3228,163.1259,158.7105,2016-09-15 11:00:00
129,3.8654,3.8596,3.8251,3.8421,3.8819,3.8287,159.3548,159.0768,156.5995,2016-09-15 11:10:00
130,3.3913,3.3783,3.4363,3.4139,3.415,3.389,150.6155,149.3583,148.4346,2016-09-15 11:20:00
131,2.9245,2.9535,2.9543,2.943,3.006,3.0117,141.2862,138.2801,134.9086,2016-09-15 11:30:00
132,3.2995,3.304,3.3156,3.3192,3.2756,3.2694,143.6672,140.8192,136.7609,2016-09-15 11:40:00
133,4.4377,4.4512,4.4518,4.4822,4.4488,4.4609,136.0169,135.7511,133.8475,2016-09-15 11:50:00
134,2.5585,2.5867,3.1609,3.1811,3.5714,3.5679,128.9366,131.5035,129.2261,2016-09-15 12:00:00
135,2.1659,2.1707,2.4676,2.5224,2.8152,2.7996,125.3786,125.4637,124.5465,2016-09-15 12:10:00
136,2.2745,2.2997,2.3143,2.3598,2.4057,2.4018,130.3193,128.0846,123.5058,2016-09-15 12:20:00
137,2.2647,2.2637,2.2792,2.3196,2.233,2.2245,141.3636,139.2925,134.4726,2016-09-15 12:30:00
138,2.4904,2.4361,2.6101,2.5907,2.5681,2.5648,129.9261,128.6571,131.32,2016-09-15 12:40:00
139,2.8229,2.8431,2.9217,2.9302,2.8777,2.8971,129.3288,128.2639,125.1959,2016-09-15 12:50:00
140,1.9863,1.9804,2.0308,1.9941,2.0905,2.0818,147.8275,159.7819,167.8388,2016-09-15 13:00:00
141,2.2432,2.1632,2.1313,2.1425,2.1329,2.0843,193.1762,195.5175,195.5374,2016-09-15 13:10:00
142,1.8229,1.869,1.8068,1.9607,1.8424,1.9203,172.7805,170.459,163.3746,2016-09-15 13:20:00
143,2.4834,2.4484,2.3822,2.3668,2.1908,2.198,155.9066,168.066,189.5027,2016-09-15 13:30:00
144,2.359,2.3698,2.3532,2.2952,2.4272,2.4534,100.1086,105.9721,103.058,2016-09-15 13:40:00
145,2.8436,2.8322,2.9068,2.9441,2.9592,2.9457,105.0695,109.1758,109.213,2016-09-15 13:50:00
146,3.5051,3.3534,3.3984,3.324,3.237,3.1225,108.1268,105.1389,105.6506,2016-09-15 14:00:00
147,3.2313,3.1587,3.1251,3.103,3.0691,3.0091,119.2066,112.8672,105.5791,2016-09-15 14:10:00
148,2.0608,2.0667,1.9874,1.9824,1.989,1.94,182.6873,187.1369,184.1241,2016-09-15 14:20:00
149,2.3869,2.376,2.1738,2.1826,2.1053,2.0567,191.3134,195.9686,191.6,2016-09-15 14:30:00
150,1.7358,1.6613,1.7965,1.7554,1.9588,1.8982,157.8326,143.7958,132.7783,2016-09-15 14:40:00
151,2.6234,2.6447,2.5807,2.5538,2.4446,2.4105,147.982,142.2378,144.1542,2016-09-15 14:50:00
152,3.854,3.9182,3.7564,3.8132,3.7381,3.733,209.9333,212.546,211.156,2016-09-15 15:00:00
153,6.8699,7.7087,7.1314,7.7267,6.9746,7.5803,232.3322,233.3547,231.425,2016-09-15 15:10:00
154,9.0095,10.4007,9.3657,10.3367,9.1767,10.2752,245.1867,247.9104,246.9868,2016-09-15 15:20:00
155,10.3793,11.0598,10.4785,11.1212,10.2348,11.0853,248.2533,250.618,249.5314,2016-09-15 15:30:00
156,9.4698,10.4809,9.2602,10.5161,9.1866,10.5282,245.2088,247.5971,246.3028,2016-09-15 15:40:00
157,8.5495,9.9225,8.8336,9.8852,8.7198,9.8336,244.7746,247.025,246.2944,2016-09-15 15:50:00
158,8.0049,9.6354,8.2262,9.6408,7.9914,9.5716,242.2179,244.7126,243.7967,2016-09-15 16:00:00
159,6.954,8.7599,7.3539,8.733,7.338,8.7178,240.6393,242.7629,241.5551,2016-09-15 16:10:00
160,6.6893,8.479,7.0629,8.4196,7.1094,8.3422,237.3792,239.5697,237.6815,2016-09-15 16:20:00
161,7.2343,8.509,7.5691,8.5652,7.4501,8.5163,236.9956,239.0845,238.1639,2016-09-15 16:30:00
162,7.0204,8.4311,7.2392,8.4172,7.1429,8.2955,236.2995,239.0788,238.0335,2016-09-15 16:40:00
163,7.9959,8.6037,8.1864,8.6,8.2072,8.5773,230.9474,233.5977,233.08,2016-09-15 16:50:00
164,7.5484,8.6499,7.8943,8.5638,7.675,8.3704,235.6245,237.9386,237.3658,2016-09-15 17:00:00
165,7.2739,8.7536,7.7255,8.6134,7.632,8.442,234.5224,236.4057,235.7004,2016-09-15 17:10:00
166,6.9496,8.6302,7.517,8.5529,7.4728,8.4424,237.3921,239.2247,237.6293,2016-09-15 17:20:00
167,7.4259,8.8615,7.8925,8.7962,7.7159,8.6541,234.5667,236.9614,236.0161,2016-09-15 17:30:00
168,6.7398,7.9186,6.9659,7.6447,6.922,7.3824,234.0627,235.2899,233.1436,2016-09-15 17:40:00
169,7.3539,7.9383,7.5904,7.8182,7.4081,7.6152,232.1581,233.4528,231.5254,2016-09-15 17:50:00
170,6.3413,6.996,6.678,6.885,6.6795,6.7388,231.55,232.569,230.5507,2016-09-15 18:00:00
171,5.1571,6.6812,5.6901,6.5899,5.8419,6.4188,237.0951,238.5797,236.263,2016-09-15 18:10:00
172,5.4962,6.632,5.9112,6.4322,5.8313,6.1475,234.2795,235.2209,232.5069,2016-09-15 18:20:00
173,4.7843,5.9801,5.2944,5.7366,5.297,5.4041,235.45,235.5985,231.4622,2016-09-15 18:30:00
174,4.446,5.8203,4.8101,5.6161,4.5799,5.2358,241.2952,242.0128,238.3552,2016-09-15 18:40:00
175,5.5408,5.8104,5.5046,5.7544,5.15,5.6411,248.882,250.3337,248.4564,2016-09-15 18:50:00
176,4.8239,6.0915,5.2274,6.0022,4.9221,5.8825,241.3611,244.6429,243.7601,2016-09-15 19:00:00
177,5.14,6.5756,5.5884,6.4691,5.6899,6.3157,234.418,237.1829,236.0059,2016-09-15 19:10:00
178,6.8854,7.5063,7.1221,7.2473,6.925,6.9494,231.0478,232.2356,230.9881,2016-09-15 19:20:00
179,7.0755,7.4603,6.9244,7.2635,6.3851,6.9736,248.845,249.7828,246.652,2016-09-15 19:30:00
180,7.459,7.5043,7.2389,7.2665,6.8554,6.9672,254.0887,254.588,252.6516,2016-09-15 19:40:00
181,7.2964,7.2556,7.0347,6.9981,6.8463,6.7833,261.2469,262.3365,260.3542,2016-09-15 19:50:00
182,7.546,7.4854,7.1858,7.1295,6.9068,6.8348,263.0863,264.5953,262.9104,2016-09-15 20:00:00
183,7.7517,7.6754,7.327,7.2789,7.0099,6.9356,263.821,264.9544,263.4978,2016-09-15 20:10:00
184,8.3305,8.2595,7.9054,7.832,7.5329,7.4279,264.4005,266.0566,264.9402,2016-09-15 20:20:00
185,8.451,8.3771,7.9545,7.9078,7.592,7.5172,269.5389,270.6087,269.7147,2016-09-15 20:30:00
186,7.9281,7.8533,7.6775,7.6541,7.4032,7.3681,273.6391,274.6502,273.2899,2016-09-15 20:40:00
187,7.1689,7.1021,6.8633,6.8088,6.544,6.5123,281.2786,281.6258,279.5419,2016-09-15 20:50:00
188,7.1789,7.112,6.9331,6.8616,6.5764,6.5317,282.3014,282.9114,280.8393,2016-09-15 21:00:00
189,7.5419,7.4578,7.1722,7.1202,6.7673,6.7389,282.6481,283.3986,281.7087,2016-09-15 21:10:00
190,6.9341,6.8707,6.7821,6.731,6.5732,6.4991,287.6193,288.4656,286.1644,2016-09-15 21:20:00
191,6.5834,6.5568,6.3559,6.3226,6.1472,6.0803,290.0075,291.1813,289.5322,2016-09-15 21:30:00
192,5.7914,5.7438,5.6025,5.5632,5.3998,5.3515,291.843,293.139,291.9797,2016-09-15 21:40:00
193,6.3618,6.3043,6.1437,6.1035,5.8881,5.8326,293.6504,294.5927,293.0301,2016-09-15 21:50:00
194,6.0068,5.9674,5.8462,5.7997,5.6209,5.5837,297.8764,298.3686,295.7741,2016-09-15 22:00:00
195,6.1057,6.0462,5.8052,5.7561,5.4818,5.4196,296.6564,297.5982,296.2513,2016-09-15 22:10:00
196,6.1664,6.1034,5.9296,5.8865,5.6168,5.5458,290.9931,291.4635,289.1842,2016-09-15 22:20:00
197,6.033,5.9766,5.9341,5.8796,5.7201,5.6471,287.7459,288.432,285.8351,2016-09-15 22:30:00
198,5.5241,5.4723,5.5632,5.5241,5.5289,5.4648,292.2433,292.2401,288.7668,2016-09-15 22:40:00
199,5.8054,5.7608,5.6341,5.5973,5.4578,5.413,293.9794,295.1563,293.067,2016-09-15 22:50:00
200,5.6627,5.6037,5.5735,5.529,5.4807,5.4154,289.4129,289.5178,286.6115,2016-09-15 23:00:00
201,5.505,5.4479,5.3129,5.2631,5.1112,5.06,289.7346,290.7441,288.3916,2016-09-15 23:10:00
202,5.0001,4.9418,4.7997,4.7551,4.6448,4.6016,291.5633,293.0674,291.6096,2016-09-15 23:20:00
203,5.0188,4.9598,4.7604,4.7243,4.5328,4.4821,292.4094,293.7025,292.274,2016-09-15 23:30:00
204,5.155,5.1089,4.8267,4.7932,4.5584,4.5098,290.7112,291.958,290.9004,2016-09-15 23:40:00
205,5.1302,5.0741,4.8122,4.7706,4.5334,4.4861,294.2387,295.1738,294.2674,2016-09-15 23:50:00
206,5.4535,5.4016,5.2232,5.1842,4.899,4.848,292.9549,293.0393,291.6109,2016-09-16 00:00:00
207,5.3922,5.3432,5.1842,5.1455,4.9378,4.8776,291.5826,290.2309,288.5973,2016-09-16 00:10:00
208,5.0634,5.0194,5.006,4.9696,4.7538,4.7024,292.3315,291.4568,288.9009,2016-09-16 00:20:00
209,4.4206,4.3833,4.2554,4.2301,4.1322,4.0961,297.5106,294.7684,291.418,2016-09-16 00:30:00
210,4.1167,4.0809,4.009,3.9859,3.9406,3.9064,293.7762,293.6633,291.0553,2016-09-16 00:40:00
211,3.9254,3.884,3.809,3.7932,3.6991,3.6666,298.2349,295.5898,291.8791,2016-09-16 00:50:00
212,3.9927,3.9619,3.8292,3.8077,3.8321,3.7997,304.4429,300.3296,295.08,2016-09-16 01:00:00
213,3.741,3.7088,3.509,3.489,3.4176,3.3983,305.5535,301.1191,295.4527,2016-09-16 01:10:00
214,3.6549,3.6279,3.4038,3.4161,3.2887,3.2818,313.8161,309.543,303.6848,2016-09-16 01:20:00
215,4.2429,4.2375,4.1889,4.1786,3.9004,3.8517,321.8038,316.3911,311.2736,2016-09-16 01:30:00
216,3.8348,3.84,3.9503,3.9452,3.6433,3.6615,329.6991,322.8227,316.8195,2016-09-16 01:40:00
217,3.9007,3.9139,4.0352,4.0395,3.8183,3.8143,333.3026,325.9431,319.441,2016-09-16 01:50:00
218,4.3964,4.3914,4.2575,4.2713,4.0622,4.0509,336.8129,331.2861,325.0807,2016-09-16 02:00:00
219,5.0965,5.0875,4.8429,4.8639,4.6004,4.5951,343.5231,338.4189,334.3014,2016-09-16 02:10:00
220,5.4726,5.4712,5.2549,5.2561,5.0123,5.0006,347.013,342.9287,337.289,2016-09-16 02:20:00
221,5.6815,5.6904,5.3938,5.4195,5.1207,5.1483,354.7121,353.0554,347.1401,2016-09-16 02:30:00
222,5.8372,5.8481,5.4131,5.4592,5.0966,5.1557,0.293,0.8013,358.5321,2016-09-16 02:40:00
223,6.8094,6.8142,6.0087,6.0703,5.3861,5.4219,5.4842,8.9055,6.8531,2016-09-16 02:50:00
224,7.8257,7.8596,7.013,7.0673,6.1849,6.2393,1.0504,4.1032,4.1431,2016-09-16 03:00:00
225,7.9667,8.0199,7.3083,7.3894,6.4201,6.4896,357.5416,0.4801,0.8582,2016-09-16 03:10:00
226,7.9644,8.0051,7.3286,7.3802,6.3539,6.373,359.6931,2.5356,2.4377,2016-09-16 03:20:00
227,7.9782,8.0326,7.9187,7.9952,7.1153,7.1633,359.8368,2.4518,3.8967,2016-09-16 03:30:00
228,7.8391,7.8884,7.7695,7.8436,7.1301,7.1831,356.1523,359.443,1.4674,2016-09-16 03:40:00
229,8.0629,8.1198,7.7371,7.8088,6.8621,6.9163,356.5092,0.4531,2.0364,2016-09-16 03:50:00
230,8.0137,8.0541,7.7785,7.8487,6.8924,6.9465,353.4158,357.3868,357.6283,2016-09-16 04:00:00
231,7.8775,7.9201,7.4174,7.458,6.5374,6.5789,353.3364,356.2385,356.4183,2016-09-16 04:10:00
232,7.5463,7.5862,7.0796,7.114,6.1259,6.1564,354.9418,358.0103,358.6309,2016-09-16 04:20:00
233,7.6603,7.7149,7.2509,7.3109,6.2167,6.2581,356.8812,359.5766,0.2919,2016-09-16 04:30:00
234,7.1683,7.2174,7.2055,7.2734,6.2851,6.3395,357.3529,1.141,1.2606,2016-09-16 04:40:00
