,Ch1Anem,Ch2Anem,Ch3Anem,Ch4Anem,Ch5Anem,Ch6Anem,Ch7Vane,Ch8Vane,Ch9Vane,Timestamp
8714,1.1833,1.1648,1.4457,1.4315,1.5032,1.4798,0.6331,5.1573,16.3928,2016-11-14 02:00:00
8715,1.2329,1.2081,1.4492,1.4354,1.5252,1.5035,2.5868,8.7912,22.5179,2016-11-14 02:10:00
8716,1.4269,1.4068,1.6002,1.5762,1.6471,1.6267,9.1026,13.607,25.9372,2016-11-14 02:20:00
8717,1.573,1.5551,1.7841,1.7759,1.8616,1.8369,22.2767,24.9819,31.616,2016-11-14 02:30:00
8718,1.5096,1.3162,1.6109,1.6144,1.8482,1.8499,43.2489,37.5335,38.7259,2016-11-14 02:40:00
8719,1.1213,0.8325,1.4515,1.3355,1.5404,1.517,48.6969,50.3974,42.8022,2016-11-14 02:50:00
8720,0.9801,0.7074,1.3895,1.3772,1.5692,1.3659,53.2731,66.2107,58.2774,2016-11-14 03:00:00
8721,1.5674,1.201,1.9394,1.7258,2.3452,2.021,46.1729,56.3528,57.3869,2016-11-14 03:10:00
8722,1.479,1.4615,1.8668,1.7112,2.4175,2.114,32.0362,50.3338,56.4297,2016-11-14 03:20:00
8723,1.3963,1.3012,1.9939,1.9896,2.3836,2.3877,60.1765,70.959,73.0975,2016-11-14 03:30:00
8724,1.9624,1.9786,2.5166,2.5148,2.9138,2.9132,82.8507,87.192,83.9492,2016-11-14 03:40:00
8725,1.534,1.536,2.2127,2.2217,2.6391,2.628,86.1404,87.5793,84.4707,2016-11-14 03:50:00
8726,0.5759,0.5673,1.3247,1.3015,2.0098,2.0117,35.0398,69.0551,72.7082,2016-11-14 04:00:00
8727,0.5676,0.5247,1.4967,1.4476,2.1871,2.199,27.3195,65.3617,67.9556,2016-11-14 04:10:00
8728,0.2939,0.2357,1.3487,1.3605,2.161,2.1716,32.4429,75.3225,71.575,2016-11-14 04:20:00
8729,0.3652,0.4212,0.7252,0.6797,1.5689,1.5766,326.7789,57.4933,68.7616,2016-11-14 04:30:00
8730,0.5917,0.5888,1.6209,1.6235,2.6802,2.6943,37.2736,74.4367,76.6306,2016-11-14 04:40:00
8731,0.857,0.8533,0.6438,0.6312,1.4642,1.2869,317.4856,10.6539,53.4034,2016-11-14 04:50:00
8732,1.2766,1.2597,1.2789,1.2714,1.928,1.7656,333.0641,26.6275,49.063,2016-11-14 05:00:00
8733,1.1097,1.0967,1.5187,1.3973,2.0148,1.7763,343.5228,48.3872,52.3963,2016-11-14 05:10:00
8734,1.382,1.3683,1.5466,1.5392,2.0536,1.9761,347.5491,29.5653,44.9184,2016-11-14 05:20:00
8735,1.4288,1.4075,1.4859,1.4851,2.1526,1.9929,352.873,25.7501,46.7437,2016-11-14 05:30:00
8736,1.2622,1.249,1.0278,1.0137,1.5656,1.4998,333.0645,14.287,41.1054,2016-11-14 05:40:00
8737,0.8293,0.8296,1.2247,1.1338,2.0309,1.8968,355.0824,44.6948,62.2421,2016-11-14 05:50:00
8738,0.7898,0.7905,1.6805,1.6189,2.5909,2.6027,32.837,66.176,74.351,2016-11-14 06:00:00
8739,0.9684,0.9742,2.037,2.0419,2.5797,2.5772,73.9634,82.6591,93.457,2016-11-14 06:10:00
8740,0.952,0.976,2.172,2.1585,2.6143,2.5965,97.0539,100.2953,108.829,2016-11-14 06:20:00
8741,0.7538,0.7618,1.948,1.8997,2.5345,2.4653,114.0038,100.9314,106.141,2016-11-14 06:30:00
8742,0.9531,0.9634,1.8299,1.8114,2.5519,2.6119,144.9336,106.3153,101.1224,2016-11-14 06:40:00
8743,1.2651,1.2702,2.392,2.3654,3.1176,3.1498,116.4608,96.9723,95.4541,2016-11-14 06:50:00
8744,1.0888,1.0986,1.5579,1.5674,2.387,2.3787,150.8299,119.4747,104.8472,2016-11-14 07:00:00
8745,1.089,1.108,0.9077,0.8997,1.5749,1.5108,192.8194,137.7308,106.1204,2016-11-14 07:10:00
8746,1.2032,1.2067,1.1003,1.1005,1.7242,1.6845,184.2768,140.5321,111.4192,2016-11-14 07:20:00
8747,1.1409,1.1427,1.3286,1.3277,2.0556,2.0111,173.734,125.3123,108.1926,2016-11-14 07:30:00
8748,1.5217,1.5009,1.6759,1.6594,2.2032,2.2037,169.2207,136.8984,121.1058,2016-11-14 07:40:00
8749,2.1467,2.1347,1.8529,1.8548,1.6783,1.6618,202.5957,182.5096,159.0703,2016-11-14 07:50:00
8750,2.0449,2.0297,1.7041,1.712,1.189,1.168,216.1221,200.1256,167.7674,2016-11-14 08:00:00
8751,2.0789,2.0235,1.4489,1.4297,1.0158,0.9857,224.9509,206.8175,172.7823,2016-11-14 08:10:00
8752,1.5539,1.5502,1.3787,1.3744,1.4446,1.4066,195.8398,158.5412,131.2953,2016-11-14 08:20:00
8753,2.1309,2.1652,2.6902,2.7214,3.0816,3.0698,124.4695,116.5028,110.7597,2016-11-14 08:30:00
8754,2.1472,2.1637,2.5712,2.5832,2.8604,2.8211,126.3486,119.4002,112.8058,2016-11-14 08:40:00
8755,1.6388,1.626,1.5093,1.5363,1.7831,1.7705,160.1784,138.4731,117.9972,2016-11-14 08:50:00
8756,2.2235,2.2337,1.9399,1.9432,1.6428,1.5956,198.3311,189.787,176.0036,2016-11-14 09:00:00
8757,1.3309,1.3327,1.2298,1.226,1.0327,1.0081,177.0931,169.8498,155.7561,2016-11-14 09:10:00
8758,1.5691,1.5739,1.3689,1.321,1.0361,1.0112,183.2322,171.1412,162.3207,2016-11-14 09:20:00
8759,1.9852,1.9813,1.8334,1.8258,1.7523,1.7258,170.1872,166.8456,163.1492,2016-11-14 09:30:00
8760,2.3625,2.3639,2.2903,2.2737,2.1902,2.1624,137.9273,136.4156,135.4578,2016-11-14 09:40:00
8761,1.7882,1.7656,1.7192,1.7081,1.6535,1.6298,131.7664,130.6147,128.0969,2016-11-14 09:50:00
8762,1.7093,1.7004,1.6971,1.7078,1.6657,1.626,136.197,134.2649,133.9444,2016-11-14 10:00:00
8763,1.9591,1.964,1.8489,1.8617,1.7686,1.7195,155.5777,150.8006,144.8514,2016-11-14 10:10:00
8764,2.1382,2.1349,2.0655,2.0694,1.9998,1.9619,166.3994,168.394,165.5736,2016-11-14 10:20:00
8765,2.4049,2.3712,2.4787,2.5009,2.5153,2.5096,173.1705,173.6616,170.93,2016-11-14 10:30:00
8766,2.0498,2.0357,2.0966,2.1267,2.174,2.1145,159.0725,159.9571,158.0452,2016-11-14 10:40:00
8767,1.7123,1.6932,1.8077,1.778,1.7622,1.6584,155.9568,154.6747,151.905,2016-11-14 10:50:00
8768,1.7456,1.7505,1.7455,1.7546,1.7035,1.6828,161.818,162.9412,157.5503,2016-11-14 11:00:00
8769,1.1846,1.2134,1.1806,1.168,1.1216,1.0908,174.532,182.9179,178.6428,2016-11-14 11:10:00
8770,1.2963,1.2978,1.288,1.2899,1.287,1.2434,179.9118,184.2572,184.1748,2016-11-14 11:20:00
8771,0.7357,0.7456,0.8073,0.7606,0.7726,0.7533,131.6907,126.8745,108.3822,2016-11-14 11:30:00
8772,0.8091,0.7958,0.7118,0.7197,0.5813,0.6451,33.5846,80.0806,68.1718,2016-11-14 11:40:00
8773,0.9449,0.9634,0.8295,0.842,0.8289,0.7777,184.929,169.7189,175.6167,2016-11-14 11:50:00
8774,1.1686,1.1795,1.1562,1.1697,1.138,1.1852,190.573,196.0696,197.4498,2016-11-14 12:00:00
8775,1.4833,1.4628,1.5828,1.5479,1.638,1.616,171.664,174.488,174.0192,2016-11-14 12:10:00
8776,1.8695,1.8914,1.8407,1.8314,1.773,1.8086,171.2287,169.6824,165.1049,2016-11-14 12:20:00
8777,2.427,2.4087,2.4221,2.4978,2.36,2.3425,189.0348,188.4334,184.376,2016-11-14 12:30:00
8778,2.5171,2.5011,2.5149,2.4814,2.5314,2.489,178.1737,178.1797,176.056,2016-11-14 12:40:00
8779,1.9376,1.9481,2.1119,2.0994,2.1264,2.0793,184.2886,184.5472,184.7786,2016-11-14 12:50:00
8780,2.0001,2.0245,2.0874,2.1167,2.0471,2.029,195.7415,196.5802,193.9224,2016-11-14 13:00:00
8781,2.102,2.1284,2.0707,2.0819,2.0316,2.0221,196.6112,198.8659,197.0567,2016-11-14 13:10:00
8782,1.5198,1.5805,1.4999,1.5346,1.5151,1.5522,223.974,227.2155,230.6412,2016-11-14 13:20:00
8783,2.1608,2.1529,2.0406,2.0607,1.9687,1.9688,210.6556,210.0892,208.0702,2016-11-14 13:30:00
8784,1.6445,1.6754,1.6848,1.7418,1.7599,1.7704,231.8532,230.8899,226.2427,2016-11-14 13:40:00
8785,1.7563,1.893,1.8236,1.9395,1.749,1.8021,237.5494,239.9371,240.9275,2016-11-14 13:50:00
8786,2.7883,2.94,2.8162,2.9065,2.844,2.9482,230.2474,233.2251,234.2596,2016-11-14 14:00:00
8787,3.1896,3.4767,3.3035,3.4669,3.1978,3.3494,233.3665,235.7023,234.197,2016-11-14 14:10:00
8788,3.3439,3.9044,3.6026,3.9385,3.6591,3.9438,244.496,248.7414,248.7909,2016-11-14 14:20:00
8789,4.1473,4.171,4.1959,4.1703,4.1622,4.1193,257.4182,262.0378,261.5239,2016-11-14 14:30:00
8790,3.6555,3.6307,3.6946,3.6594,3.7849,3.7233,260.0108,263.443,263.6666,2016-11-14 14:40:00
8791,3.2493,3.2353,3.1643,3.1377,3.0749,3.0332,269.7942,271.1387,270.2671,2016-11-14 14:50:00
8792,3.0225,2.9909,3.0214,3.0159,2.9845,2.9528,265.4109,269.1161,269.3062,2016-11-14 15:00:00
8793,2.8997,2.8873,2.8859,2.87,2.8422,2.811,263.0917,263.5525,260.3318,2016-11-14 15:10:00
8794,3.0156,3.0503,2.9366,2.9487,2.8681,2.9012,255.7909,257.4929,256.4874,2016-11-14 15:20:00
8795,2.7228,2.7215,2.6674,2.651,2.6854,2.6539,262.1884,264.3169,263.7745,2016-11-14 15:30:00
8796,2.8005,2.766,2.7678,2.7433,2.7581,2.7044,263.1998,264.8009,263.5689,2016-11-14 15:40:00
8797,2.7522,2.7204,2.8165,2.7857,2.8337,2.7713,272.4672,274.8361,274.1421,2016-11-14 15:50:00
8798,3.1624,3.1659,3.1772,3.1628,3.1523,3.0973,279.8594,282.9701,283.5535,2016-11-14 16:00:00
8799,3.511,3.4958,3.5856,3.5709,3.638,3.5655,280.5735,284.02,284.5857,2016-11-14 16:10:00
8800,3.5991,3.5772,3.576,3.5732,3.5835,3.561,283.3655,285.193,283.7938,2016-11-14 16:20:00
8801,3.2463,3.2037,3.1933,3.1871,3.1903,3.1414,284.6922,285.1043,283.0329,2016-11-14 16:30:00
8802,3.2788,3.2381,3.2352,3.2162,3.2286,3.1824,283.694,285.0464,282.9594,2016-11-14 16:40:00
8803,3.122,3.0882,3.134,3.1164,3.1262,3.0709,289.5142,289.297,286.072,2016-11-14 16:50:00
8804,3.1548,3.1255,3.1409,3.1138,3.0681,2.9942,296.8901,296.6821,293.2975,2016-11-14 17:00:00
8805,3.2201,3.1889,3.2231,3.1876,3.2091,3.1449,299.5548,298.4783,295.3954,2016-11-14 17:10:00
8806,3.3913,3.3649,3.3226,3.3094,3.2511,3.2058,303.6054,303.6581,300.4765,2016-11-14 17:20:00
8807,3.5059,3.5004,3.5462,3.5311,3.5252,3.4671,304.034,304.4346,302.1454,2016-11-14 17:30:00
8808,3.5519,3.5167,3.7136,3.7061,3.697,3.6382,303.89,304.6737,304.4072,2016-11-14 17:40:00
8809,3.4952,3.4625,3.5582,3.5302,3.4307,3.3771,295.1529,298.5836,300.8948,2016-11-14 17:50:00
8810,2.881,2.8614,2.8919,2.8725,2.5744,2.5043,285.6689,289.362,293.0389,2016-11-14 18:00:00
8811,2.6688,2.649,2.5352,2.5155,2.1319,2.0914,284.1997,290.9048,293.769,2016-11-14 18:10:00
8812,3.2198,3.1848,3.2112,3.1905,3.2312,3.1898,291.3558,292.625,294.8898,2016-11-14 18:20:00
8813,2.9504,2.9223,3.0452,3.0327,3.0675,3.0205,303.7968,308.4996,306.6975,2016-11-14 18:30:00
8814,2.9314,2.9168,3.0488,3.0449,3.1076,3.0809,312.6437,318.9249,319.5357,2016-11-14 18:40:00
8815,3.1513,3.1431,3.3663,3.3802,3.4867,3.464,312.4661,316.3139,317.3054,2016-11-14 18:50:00
8816,2.9124,2.8965,2.921,2.9197,2.9201,2.8946,314.6447,315.9058,315.0456,2016-11-14 19:00:00
8817,2.8422,2.8263,2.7716,2.7583,2.9102,2.8871,321.7983,318.7297,317.9638,2016-11-14 19:10:00
8818,2.5732,2.5571,2.499,2.4929,2.456,2.4255,323.1478,324.2283,322.5994,2016-11-14 19:20:00
8819,2.4579,2.4441,2.4496,2.4482,2.3587,2.3343,325.0493,328.7278,321.3086,2016-11-14 19:30:00
8820,2.1951,2.1683,2.1192,2.1146,2.0956,2.0746,318.7601,323.4879,320.7301,2016-11-14 19:40:00
8821,1.7993,1.7824,1.7523,1.7378,1.6429,1.6176,303.955,314.9134,320.39,2016-11-14 19:50:00
8822,1.6724,1.6595,1.614,1.5995,1.4301,1.405,295.0512,307.7301,315.3381,2016-11-14 20:00:00
8823,1.8438,1.8144,1.7798,1.7698,1.6679,1.6361,297.6642,305.0577,310.088,2016-11-14 20:10:00
8824,2.1318,2.1161,2.0393,2.0326,1.9664,1.933,288.8059,294.463,294.7079,2016-11-14 20:20:00
8825,2.29,2.2681,2.193,2.1734,2.1061,2.0697,294.9359,296.5945,296.4471,2016-11-14 20:30:00
8826,2.2986,2.2766,2.4163,2.4036,2.3341,2.2928,294.1323,299.9299,300.9061,2016-11-14 20:40:00
8827,2.7302,2.711,2.8523,2.8318,2.8223,2.7734,290.9703,295.6888,295.5312,2016-11-14 20:50:00
8828,3.3797,3.3419,3.3565,3.3423,3.3079,3.2487,298.621,300.14,300.4472,2016-11-14 21:00:00
8829,3.9437,3.8909,3.7634,3.7384,3.6609,3.6038,298.6474,303.1443,303.7108,2016-11-14 21:10:00
8830,4.2124,4.1728,3.8068,3.779,3.6885,3.6477,305.7067,306.7905,308.1928,2016-11-14 21:20:00
8831,4.3662,4.3367,4.073,4.0366,3.6869,3.6818,307.0233,310.4832,310.2119,2016-11-14 21:30:00
8832,4.2207,4.1825,4.0687,4.0396,3.822,3.7803,306.5158,309.2598,309.967,2016-11-14 21:40:00
8833,4.0459,4.0187,3.9246,3.8607,3.7214,3.6813,311.7314,312.9764,313.0186,2016-11-14 21:50:00
8834,4.3008,4.2809,4.2484,4.2283,3.9985,3.9584,318.2767,319.3855,319.5188,2016-11-14 22:00:00
8835,4.2353,4.2238,4.0833,4.052,3.8874,3.866,335.3998,339.8177,340.5616,2016-11-14 22:10:00
8836,4.2633,4.2733,4.191,4.1727,4.093,3.9854,342.0142,345.5972,346.4226,2016-11-14 22:20:00
8837,4.0866,4.0853,3.9521,3.9486,3.6924,3.6626,338.622,342.9812,344.7498,2016-11-14 22:30:00
8838,3.8813,3.8884,3.8735,3.8317,3.6641,3.6009,330.5399,336.6976,339.5674,2016-11-14 22:40:00
8839,3.8222,3.8032,3.7487,3.7498,3.7616,3.729,334.5917,341.4992,341.3064,2016-11-14 22:50:00
8840,3.7224,3.7136,3.6933,3.6873,3.6733,3.6599,337.5923,343.5008,346.8369,2016-11-14 23:00:00
8841,3.9231,3.9147,3.9418,3.9172,3.7338,3.7373,343.5679,350.0983,352.7274,2016-11-14 23:10:00
8842,4.1395,4.1404,4.1606,4.1363,3.8947,3.893,347.5145,353.31,354.1953,2016-11-14 23:20:00
8843,4.3002,4.3327,4.2989,4.2477,3.9767,3.9794,348.7455,353.2877,354.142,2016-11-14 23:30:00
8844,4.4901,4.4872,4.3924,4.3884,4.1764,4.1715,356.1536,358.7076,358.2319,2016-11-14 23:40:00
8845,4.2221,4.2209,4.0357,4.0668,3.7754,3.787,354.1245,359.3106,358.6174,2016-11-14 23:50:00
8846,4.4237,4.423,4.2586,4.2842,3.9383,3.9526,355.8606,359.3023,359.0108,2016-11-15 00:00:00
8847,4.5187,4.538,4.361,4.3302,4.0957,4.0774,352.9103,354.6299,353.661,2016-11-15 00:10:00
8848,4.4746,4.4988,4.5422,4.5565,4.2826,4.2583,354.3494,356.5994,356.2392,2016-11-15 00:20:00
8849,3.5915,3.6037,3.8199,3.7879,3.7402,3.7337,346.7042,352.0615,350.9305,2016-11-15 00:30:00
8850,3.3243,3.3223,3.484,3.4972,3.4397,3.4234,341.1342,350.5051,348.2497,2016-11-15 00:40:00
8851,3.4928,3.4881,3.5766,3.5733,3.5918,3.5597,338.5908,345.552,344.4183,2016-11-15 00:50:00
8852,3.7312,3.7076,3.5624,3.5611,3.6867,3.6821,333.5451,340.4275,342.3764,2016-11-15 01:00:00
8853,4.0672,4.0827,4.1843,4.1671,4.1657,4.1355,336.9313,342.6728,341.9611,2016-11-15 01:10:00
8854,3.7294,3.7262,3.8424,3.8121,3.5781,3.5522,335.9551,342.725,342.1713,2016-11-15 01:20:00
8855,3.599,3.5871,3.7219,3.7088,3.3449,3.3386,332.8624,335.3958,339.259,2016-11-15 01:30:00
8856,3.7142,3.7012,3.78,3.777,3.4545,3.4265,333.1996,335.3422,340.9688,2016-11-15 01:40:00
8857,3.8854,3.8875,4.0055,3.984,3.9193,3.862,339.7455,341.73,347.4898,2016-11-15 01:50:00
8858,3.5474,3.5369,3.4546,3.4661,3.375,3.3828,339.5304,350.5753,351.3331,2016-11-15 02:00:00
8859,3.4768,3.4645,3.0026,2.991,2.5091,2.4835,340.536,350.398,358.4403,2016-11-15 02:10:00
8860,3.4196,3.4156,3.2195,3.2105,2.5607,2.5157,340.7129,344.5583,353.0078,2016-11-15 02:20:00
8861,3.7238,3.7307,3.6564,3.6479,3.3656,3.3609,346.315,350.5408,356.603,2016-11-15 02:30:00
8862,3.6559,3.6566,3.6441,3.6727,3.346,3.3517,353.4835,0.7858,9.7442,2016-11-15 02:40:00
8863,3.3672,3.3677,3.1812,3.1942,2.808,2.8121,350.6352,354.2944,4.1795,2016-11-15 02:50:00
8864,3.1582,3.1581,3.0311,3.0443,2.9675,2.9823,356.2105,358.5051,0.6318,2016-11-15 03:00:00
8865,3.44,3.4415,3.1934,3.2052,2.8194,2.8158,353.2751,356.6122,358.2495,2016-11-15 03:10:00
8866,3.618,3.6185,3.3502,3.3723,3.0832,3.0849,351.3945,355.5219,355.8453,2016-11-15 03:20:00
8867,3.2327,3.2288,3.0534,3.0647,3.1991,3.2267,356.7706,0.3807,3.008,2016-11-15 03:30:00
8868,3.1648,3.1609,3.2713,3.298,3.6464,3.6524,3.8703,10.6618,14.0608,2016-11-15 03:40:00
8869,3.365,3.3636,3.3421,3.3778,3.698,3.6332,8.8807,15.9435,17.0686,2016-11-15 03:50:00
8870,4.0478,4.0576,3.9279,3.9654,4.1444,4.1293,9.2082,12.8947,16.9915,2016-11-15 04:00:00
8871,4.0749,4.0862,4.2429,4.2181,4.2025,4.2048,12.2853,16.8561,22.9674,2016-11-15 04:10:00
8872,4.1572,4.1809,4.1897,4.2221,3.9659,3.9824,20.551,25.1175,32.806,2016-11-15 04:20:00
8873,3.919,3.9265,3.5191,3.5478,3.4021,3.284,29.4949,39.0177,46.4987,2016-11-15 04:30:00
8874,3.6085,3.6385,3.6992,3.491,3.7493,3.1832,36.015,47.7291,58.3986,2016-11-15 04:40:00
8875,3.3887,3.4072,3.4967,3.5062,3.6965,2.9025,34.2982,44.4049,57.9753,2016-11-15 04:50:00
8876,3.3227,3.109,3.6178,3.0981,3.908,3.2084,40.1999,51.3901,60.7075,2016-11-15 05:00:00
8877,3.6308,2.7307,4.1435,3.5313,4.2988,3.7503,48.5104,52.8935,57.1387,2016-11-15 05:10:00
8878,3.9243,2.7889,4.2251,3.7409,4.3497,3.8165,53.7032,52.8107,52.6006,2016-11-15 05:20:00
8879,4.1076,3.5787,4.2886,3.5071,4.4722,3.8232,57.0725,55.9262,51.7473,2016-11-15 05:30:00
8880,4.242,4.0847,4.4643,3.5093,4.5972,4.027,59.3215,59.4777,53.2175,2016-11-15 05:40:00
8881,4.2034,4.2384,4.3489,4.3466,4.5317,3.2394,65.2695,63.8697,57.8042,2016-11-15 05:50:00
8882,4.2959,4.3317,4.5468,4.5813,4.5601,4.1635,68.9343,65.9187,62.343,2016-11-15 06:00:00
8883,4.621,4.6496,4.5983,4.6916,4.7587,4.794,75.2634,70.3027,67.172,2016-11-15 06:10:00
8884,4.4595,4.4813,4.4669,4.4039,4.6947,4.6849,75.5007,72.0682,65.975,2016-11-15 06:20:00
8885,4.3895,4.4112,4.4512,4.4723,4.646,4.6869,77.5574,74.2415,67.2015,2016-11-15 06:30:00
8886,4.2346,4.2687,4.5954,4.6387,4.7525,4.7919,78.9334,73.8789,66.5791,2016-11-15 06:40:00
8887,4.1337,4.1637,4.6291,4.7248,4.8322,4.8726,74.2233,69.9506,65.7459,2016-11-15 06:50:00
8888,4.4523,4.4922,4.6689,4.7387,4.7848,4.8213,73.2272,69.3142,67.0637,2016-11-15 07:00:00
8889,3.9063,3.9416,4.4269,4.4697,4.5453,4.585,77.881,70.1094,69.1015,2016-11-15 07:10:00
8890,4.0453,4.0561,4.3214,4.2824,4.4229,4.4308,78.7924,74.198,69.7355,2016-11-15 07:20:00
8891,3.4874,3.5061,3.8952,3.9093,4.0562,4.047,89.3668,76.5256,76.2996,2016-11-15 07:30:00
8892,3.2291,3.2329,3.7036,3.7077,3.9707,3.9468,87.3155,77.7974,74.6882,2016-11-15 07:40:00
8893,3.3035,3.3121,3.8364,3.8138,3.982,3.9761,83.615,73.7143,74.4968,2016-11-15 07:50:00
8894,3.4848,3.5149,3.8571,3.8307,3.896,3.897,74.7148,73.3016,66.6892,2016-11-15 08:00:00
8895,3.4269,3.439,4.048,3.7055,4.1457,3.7705,67.9697,62.0319,59.5167,2016-11-15 08:10:00
8896,3.5957,2.9672,4.2923,3.6477,4.4435,4.0191,55.6705,52.1857,50.2831,2016-11-15 08:20:00
8897,3.9737,3.1536,4.6657,4.4436,4.8196,4.6922,48.1908,46.358,45.5478,2016-11-15 08:30:00
8898,4.56,4.0915,5.1884,5.2304,4.9949,4.913,43.0856,42.8249,43.9264,2016-11-15 08:40:00
8899,4.5622,3.447,5.1589,5.1511,5.3536,5.281,46.5674,44.088,43.6813,2016-11-15 08:50:00
8900,5.0407,4.2259,5.6942,5.7394,4.6583,4.5331,44.1084,41.4215,42.8728,2016-11-15 09:00:00
8901,5.015,4.9673,4.9238,4.9021,4.1123,3.9855,40.3937,40.8747,42.568,2016-11-15 09:10:00
8902,3.8245,2.9693,3.0447,2.8326,2.7382,2.5619,49.5323,61.0068,64.4993,2016-11-15 09:20:00
8903,3.5973,2.7396,3.3561,3.1078,3.0823,2.8855,49.655,62.4372,65.5941,2016-11-15 09:30:00
8904,3.2434,2.8749,3.2076,3.214,2.9853,2.9666,60.0894,72.4795,72.116,2016-11-15 09:40:00
8905,3.1532,2.9901,3.1297,3.0825,3.0751,3.0105,63.897,71.3426,71.1314,2016-11-15 09:50:00
8906,2.7248,2.6568,2.8253,2.75,2.8518,2.775,67.4386,72.4049,73.4008,2016-11-15 10:00:00
8907,2.3935,2.4022,2.5565,2.5458,2.5878,2.5746,85.3616,84.0995,80.1927,2016-11-15 10:10:00
8908,2.8114,2.7729,2.8186,2.7937,2.8824,2.8359,102.9158,97.2615,92.9939,2016-11-15 10:20:00
8909,2.6685,2.6572,2.6575,2.6732,2.5849,2.5881,112.1967,107.4262,101.9367,2016-11-15 10:30:00
8910,2.6632,2.679,2.8109,2.8092,2.7723,2.7192,123.0099,118.9744,111.9003,2016-11-15 10:40:00
8911,2.4024,2.4872,2.2162,2.2999,2.2278,2.2516,109.7659,107.0016,102.6521,2016-11-15 10:50:00
8912,2.2795,2.221,2.4217,2.4997,2.3922,2.4289,112.0545,106.0962,101.6723,2016-11-15 11:00:00
8913,2.6084,2.6092,2.6341,2.6059,2.5193,2.4408,100.6495,99.7793,97.3275,2016-11-15 11:10:00
8914,2.0991,2.0944,2.251,2.2398,2.4181,2.4193,89.2748,93.3077,94.9442,2016-11-15 11:20:00
8915,2.4866,2.4451,2.5344,2.5028,2.388,2.2264,90.5164,78.7176,70.8274,2016-11-15 11:30:00
8916,1.4675,1.4627,1.5563,1.6031,1.5901,1.5604,79.9641,84.9399,80.3163,2016-11-15 11:40:00
8917,1.9174,1.9435,2.0818,2.0781,2.1454,2.0968,97.7326,101.5252,93.8496,2016-11-15 11:50:00
8918,1.266,1.2806,1.2509,1.2718,1.1359,1.1637,93.0768,91.7052,85.7155,2016-11-15 12:00:00
8919,1.6334,1.4864,1.6573,1.607,1.6285,1.5585,93.0211,96.0446,102.2727,2016-11-15 12:10:00
8920,2.1829,2.1732,2.309,2.223,2.1654,2.2223,182.6776,185.0304,183.9958,2016-11-15 12:20:00
8921,2.0652,2.0107,1.9522,1.9182,1.8253,1.7782,155.4915,155.1042,153.3164,2016-11-15 12:30:00
8922,1.3442,1.3148,1.3954,1.3795,1.2788,1.1962,183.9506,179.6364,178.2846,2016-11-15 12:40:00
8923,0.9107,0.956,1.017,1.0831,1.0582,1.097,248.0881,256.7622,275.8352,2016-11-15 12:50:00
8924,1.0369,1.062,0.99,0.9982,0.9015,0.8514,57.3148,53.325,18.8311,2016-11-15 13:00:00
8925,1.4495,1.3907,1.5132,1.4962,1.5685,1.4459,50.3447,57.8456,49.2782,2016-11-15 13:10:00
8926,1.3998,1.3604,1.438,1.3373,1.4647,1.3544,91.3896,80.5112,73.9186,2016-11-15 13:20:00
8927,1.7441,1.728,1.9345,1.9034,1.9067,1.839,152.5399,152.4455,146.9436,2016-11-15 13:30:00
8928,1.2784,1.3184,1.0954,1.1919,1.2134,1.1985,187.0546,171.9216,169.9191,2016-11-15 13:40:00
8929,1.729,1.627,1.5937,1.4578,1.5296,1.3403,119.9831,119.8241,112.9152,2016-11-15 13:50:00
8930,1.0154,0.9445,1.111,1.0342,1.0991,1.0066,293.7517,358.3464,27.2136,2016-11-15 14:00:00
8931,2.6005,2.616,2.6549,2.6282,2.5258,2.51,180.2251,176.4179,174.8657,2016-11-15 14:10:00
8932,2.9089,2.9513,2.9398,2.9651,3.063,3.0839,187.7445,188.6817,187.9047,2016-11-15 14:20:00
8933,3.226,3.1558,3.2222,3.172,3.2347,3.1448,196.453,197.0682,193.5997,2016-11-15 14:30:00
8934,3.2717,3.2301,3.1801,3.143,3.1374,3.1711,199.2184,200.2977,199.8726,2016-11-15 14:40:00
8935,2.447,2.4665,2.3886,2.4008,2.3819,2.3851,207.1082,209.3468,209.9305,2016-11-15 14:50:00
8936,3.4365,3.438,3.3953,3.4437,3.2884,3.2948,193.2638,197.8885,197.9069,2016-11-15 15:00:00
8937,4.4837,4.4289,4.5828,4.5588,4.646,4.6429,192.2794,194.1892,191.4722,2016-11-15 15:10:00
8938,4.1708,4.1339,4.1208,4.0836,3.9718,3.9548,189.4437,188.5579,186.0445,2016-11-15 15:20:00
8939,3.9874,3.9604,3.9538,3.9802,3.9405,3.8944,188.8067,190.1005,189.1146,2016-11-15 15:30:00
8940,4.4606,4.4099,4.4611,4.4772,4.6381,4.613,194.1496,197.0109,194.5634,2016-11-15 15:40:00
8941,4.2029,4.2042,4.1523,4.1318,4.0852,4.0609,209.0653,210.8693,210.9983,2016-11-15 15:50:00
8942,3.9253,3.938,3.9092,3.8863,3.7923,3.7897,197.9359,200.7549,201.0206,2016-11-15 16:00:00
8943,3.6623,3.6599,3.6108,3.6014,3.5195,3.5102,208.4171,208.2262,207.5919,2016-11-15 16:10:00
8944,3.2588,3.2395,3.2739,3.2677,3.2461,3.253,203.1956,205.2643,202.631,2016-11-15 16:20:00
8945,4.2176,4.1828,4.1996,4.1802,4.2636,4.2603,198.8937,197.3476,193.487,2016-11-15 16:30:00
