Date/time,Anemómetro 1;wind_speed;Avg,Anemómetro 1;wind_speed;Max,Anemómetro 1;wind_speed;Min,Anemómetro 1;wind_speed;StdDev,Anemómetro 1;wind_speed;Count,Anemómetro 2;wind_speed;Avg,Anemómetro 2;wind_speed;Max,Anemómetro 2;wind_speed;Min,Anemómetro 2;wind_speed;StdDev,Anemómetro 2;wind_speed;Count,Anemómetro 3;wind_speed;Avg,Anemómetro 3;wind_speed;Max,Anemómetro 3;wind_speed;Min,Anemómetro 3;wind_speed;StdDev,Anemómetro 3;wind_speed;Count,Anemómetro 4;wind_speed;Avg,Anemómetro 4;wind_speed;Max,Anemómetro 4;wind_speed;Min,Anemómetro 4;wind_speed;StdDev,Anemómetro 4;wind_speed;Count,Anemómetro 5;wind_speed;Avg,Anemómetro 5;wind_speed;Max,Anemómetro 5;wind_speed;Min,Anemómetro 5;wind_speed;StdDev,Anemómetro 5;wind_speed;Count,Anemómetro 6;wind_speed;Avg,Anemómetro 6;wind_speed;Max,Anemómetro 6;wind_speed;Min,Anemómetro 6;wind_speed;StdDev,Anemómetro 6;wind_speed;Count,Veleta 1;wind_direction;Avg,Veleta 1;wind_direction;StdDev,Veleta 1;wind_direction;Count,Veleta 2;wind_direction;Avg,Veleta 2;wind_direction;StdDev,Veleta 2;wind_direction;Count,Veleta 3;wind_direction;Avg,Veleta 3;wind_direction;StdDev,Veleta 3;wind_direction;Count,Hygro;humidity;Avg,Hygro;humidity;Max,Hygro;humidity;Min,Hygro;humidity;StdDev,Hygro;humidity;Count,Hygro;temperature;Avg,Hygro;temperature;Max,Hygro;temperature;Min,Hygro;temperature;StdDev,Hygro;temperature;Count,Barómetro 1;air_pressure;Avg,Barómetro 1;air_pressure;Max,Barómetro 1;air_pressure;Min,Barómetro 1;air_pressure;StdDev,Barómetro 1;air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A1;Count,A2;Avg,A2;Max,A2;Min,A2;StdDev,A2;Count,A3;Avg,A3;Max,A3;Min,A3;StdDev,A3;Count,C1;Avg,C1;Max,C1;Min,C1;StdDev,C1;Count,C2;Avg,C2;Max,C2;Min,C2;StdDev,C2;Count,C3;Avg,C3;Max,C3;Min,C3;StdDev,C3;Count,C4;Avg,C4;Max,C4;Min,C4;StdDev,C4;Count,C5;Avg,C5;Max,C5;Min,C5;StdDev,C5;Count,C6;Avg,C6;Max,C6;Min,C6;StdDev,C6;Count,D1;Avg,D1;Max,D1;Min,D1;StdDev,D1;Count,D2;Avg,D2;Max,D2;Min,D2;StdDev,D2;Count,D3;Avg,D3;Max,D3;Min,D3;StdDev,D3;Count,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2018-09-10 00:00:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,67.9381,3.6379,600,70.2255,2.6330,600,95.1945,95.7366,94.8515,0.2313,600,24.47620,24.58235,24.42671,0.04466,600,996.1499,996.3500,995.9288,0.0707,600,3.2692,3.2725,3.2655,0.0012,600,0.9519,0.9574,0.9485,0.0023,600,0.54476,0.54582,0.54427,0.00045,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,545.9567,576,514,10.3592,600,552.4633,571,527,7.4968,600,11.96,12.01,11.96,25.3900,29,25,25.0,6387674
2018-09-10 00:10:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,27.2301,31.7432,600,42.9733,34.4036,600,95.4427,95.7976,95.1567,0.1394,600,24.49622,24.52437,24.46333,0.01343,600,996.1843,996.5148,995.9471,0.0944,600,3.2697,3.2752,3.2658,0.0016,600,0.9544,0.9580,0.9516,0.0014,600,0.54496,0.54524,0.54463,0.00013,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,427.2733,559,197,90.1071,600,466.7600,567,156,99.4224,600,11.96,12.01,11.96,25.4200,29,25,25.0,6387735
2018-09-10 00:20:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,296.3461,13.3632,600,293.5518,13.4033,600,93.5368,95.4314,92.3795,0.8313,600,23.48998,24.49690,22.56813,0.63584,600,996.3523,996.5331,996.1303,0.0869,600,3.2725,3.2756,3.2688,0.0014,600,0.9354,0.9543,0.9238,0.0083,600,0.53490,0.54497,0.52568,0.00636,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,172.5317,360,76,38.8275,600,164.5317,345,51,38.8712,600,11.96,12.01,11.91,25.4333,29,25,25.0,6387796
2018-09-10 00:30:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,312.4521,14.4114,600,309.8227,14.8200,600,95.3660,96.3469,94.4548,0.3820,600,22.54700,22.69021,22.48573,0.03872,600,996.1906,996.3500,995.9288,0.0921,600,3.2698,3.2725,3.2655,0.0015,600,0.9537,0.9635,0.9445,0.0038,600,0.52547,0.52690,0.52486,0.00039,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,217.4567,294,132,41.0043,600,210.0233,290,122,42.1800,600,11.96,12.01,11.91,25.4267,29,25,25.0,6387857
2018-09-10 00:40:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,345.0912,4.9264,600,345.5933,5.7842,600,95.6751,96.4080,94.7905,0.4643,600,22.92299,23.03507,22.69326,0.08184,600,995.9383,996.1486,995.7274,0.0777,600,3.2656,3.2691,3.2621,0.0013,600,0.9568,0.9641,0.9479,0.0046,600,0.52923,0.53035,0.52693,0.00082,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,310.2950,339,270,14.0308,600,311.7200,350,265,16.4755,600,11.96,12.01,11.91,25.4533,29,25,24.3,6387919
2018-09-10 00:50:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,342.0211,6.7733,600,343.9140,5.0587,600,95.2115,95.7366,94.3327,0.3757,600,22.63970,22.90994,22.48878,0.12968,600,995.8629,996.1303,995.5809,0.0975,600,3.2644,3.2688,3.2597,0.0016,600,0.9521,0.9574,0.9433,0.0038,600,0.52640,0.52910,0.52489,0.00130,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,301.4767,322,227,19.3417,600,306.9150,329,234,14.4312,600,11.95,12.01,11.91,25.4867,29,25,24.0,6387980
2018-09-10 01:00:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,300.7949,10.5414,600,306.8810,13.5671,600,95.7593,95.9807,95.4924,0.1052,600,22.49185,22.51015,22.46742,0.00966,600,995.6577,995.9471,995.3978,0.1040,600,3.2610,3.2658,3.2566,0.0017,600,0.9576,0.9598,0.9549,0.0011,600,0.52492,0.52510,0.52467,0.00010,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,184.3350,251,128,30.0285,600,201.5400,284,107,38.6375,600,11.95,12.01,11.91,25.5333,29,25,24.0,6388041
2018-09-10 01:10:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,276.7032,6.5689,600,272.0299,6.7472,600,95.5039,95.9197,95.0652,0.2367,600,22.40654,22.49489,22.24464,0.07213,600,995.4502,995.7640,995.0133,0.1418,600,3.2575,3.2627,3.2502,0.0024,600,0.9550,0.9592,0.9507,0.0024,600,0.52407,0.52495,0.52245,0.00072,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,115.7500,150,76,18.7107,600,102.4967,164,72,19.2180,600,11.95,12.01,11.91,25.5433,29,25,24.0,6388103
2018-09-10 01:20:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,295.8298,16.7718,600,277.5013,12.4776,600,95.4258,95.7976,95.0041,0.2384,600,22.11314,22.25074,22.04932,0.05218,600,995.2243,995.3978,995.0133,0.0715,600,3.2537,3.2566,3.2502,0.0012,600,0.9543,0.9580,0.9500,0.0024,600,0.52113,0.52251,0.52049,0.00052,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,170.6167,298,78,47.8283,600,118.3617,221,61,35.6453,600,11.95,12.01,11.91,25.5133,29,25,24.0,6388164
2018-09-10 01:30:00,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,0,353.0696,19.7219,600,347.3768,25.8148,600,96.0865,97.3540,95.4619,0.5228,600,22.30966,22.55898,22.07679,0.18992,600,995.3657,995.5809,994.9950,0.1461,600,3.2561,3.2597,3.2499,0.0024,600,0.9609,0.9735,0.9546,0.0052,600,0.52310,0.52559,0.52077,0.00190,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,0.0000,0.0000,0.0000,0.0000,600,---,---,---,---,0,333.2133,464,239,56.0056,600,316.5817,443,184,73.0717,600,11.93,11.96,11.91,25.5867,29,25,23.6,6388225
